step,loss,lang_loss,tri_loss,sup_loss,sub_loss,bit_acc_train,bit_acc_test,sub_train,sub_test,dead_bits,entropy
30001,4.357110023498535,8.71422004699707,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
31001,4.602822303771973,9.205644607543945,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
32001,4.616206645965576,9.232413291931152,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
33001,4.2671589851379395,8.534317970275879,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
34001,4.351438045501709,8.702876091003418,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
35001,4.482391357421875,8.96478271484375,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
36001,4.3305816650390625,8.661163330078125,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
37001,4.42956018447876,8.85912036895752,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
38001,4.297894477844238,8.595788955688477,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
39001,4.330845832824707,8.661691665649414,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
40001,4.370846748352051,8.741693496704102,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
41001,4.583957672119141,9.167915344238281,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
42001,4.486009120941162,8.972018241882324,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
43001,4.514482498168945,9.02896499633789,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
44001,4.449092388153076,8.898184776306152,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
45001,4.341742992401123,8.683485984802246,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
46001,4.325079441070557,8.650158882141113,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
47001,4.417514324188232,8.835028648376465,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
48001,4.483986854553223,8.967973709106445,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
49001,4.331771373748779,8.663542747497559,0.0,0.0,0.0,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
50001,4.41855525970459,8.837050437927246,20.67804718017578,1.598471760749817,0.0223388671875,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
51001,4.309902191162109,8.584575653076172,12.931859970092773,0.5682021975517273,0.00180816650390625,0.7630072832107544,0.7570247054100037,0.903625,0.8985,47,0.2926501293260837
50001,4.324761390686035,8.649457931518555,22.57366180419922,1.5956588983535767,0.023681640625,0.5114124417304993,0.5105850696563721,0.50975,0.5025,64,0.07633002664368359
51001,4.504969596862793,8.970866203308105,14.426840782165527,0.5912151336669922,0.00087738037109375,0.7591844797134399,0.7525981664657593,0.93075,0.9355,48,0.3178313948614706
53001,4.340489387512207,8.582151412963867,12.137983322143555,0.5152440071105957,0.000823974609375,0.7862008213996887,0.7780985832214355,0.948625,0.95,43,0.33230005890414716
54001,4.471158027648926,8.812098503112793,12.0149507522583,0.49987635016441345,0.00075531005859375,0.7949845194816589,0.7880420684814453,0.943,0.9415,45,0.329729706112933
55001,4.45005464553833,8.758950233459473,10.292616844177246,0.4962514340877533,0.001068115234375,0.799200177192688,0.7932063341140747,0.91525,0.9085,44,0.33247713327571116
56001,4.373688697814941,8.594856262207031,9.146778106689453,0.5068343877792358,0.001190185546875,0.7993764281272888,0.7940723896026611,0.912625,0.904,41,0.3613715534790336
57001,4.4821248054504395,8.772367477416992,9.898856163024902,0.5305540561676025,0.000629425048828125,0.8017326593399048,0.7953874468803406,0.97,0.9675,39,0.35815726870803305
58001,4.361598491668701,8.498430252075195,10.229249000549316,0.5008409023284912,0.00119781494140625,0.8025020360946655,0.7983384132385254,0.96525,0.965,41,0.3638633231690921
59001,4.648394584655762,9.034034729003906,10.620133399963379,0.52609783411026,0.000873565673828125,0.8032394051551819,0.7982101440429688,0.936625,0.9315,40,0.36429923977103484
60001,4.478370666503906,8.709598541259766,8.836219787597656,0.5215801000595093,0.001068115234375,0.8051307797431946,0.8018026351928711,0.96475,0.963,36,0.37544908546778377
61001,4.301408290863037,8.328670501708984,8.8981351852417,0.5323801040649414,0.00102996826171875,0.8054593205451965,0.8011932969093323,0.881125,0.8845,39,0.3802376380321154
62001,4.537226676940918,8.762369155883789,9.357735633850098,0.519165575504303,0.0011749267578125,0.806437075138092,0.8025725483894348,0.931,0.929,39,0.3804973391564416
63001,4.595015525817871,8.846665382385254,9.535346031188965,0.5132083296775818,0.0005035400390625,0.8073107600212097,0.8032140731811523,0.95525,0.9525,40,0.36750374381514
64001,4.671476364135742,9.00741195678711,8.575772285461426,0.5026546120643616,0.0010223388671875,0.8079999089241028,0.8027328848838806,0.9195,0.927,36,0.36924799327905594
65001,4.795102596282959,9.199902534484863,9.374361991882324,0.5139836072921753,0.001007080078125,0.8078476190567017,0.8042083978652954,0.93025,0.933,37,0.3671141058505358
65001,4.5566487312316895,8.713260650634766,9.61499309539795,0.5238333344459534,0.0008544921875,0.8078476190567017,0.8042083978652954,0.93025,0.933,37,0.3671141058505358
66001,4.550917148590088,8.658889770507812,10.06291675567627,0.5030558705329895,0.0007781982421875,0.8072866797447205,0.8025082945823669,0.93425,0.936,38,0.3514771584579275
67001,4.509812355041504,8.613503456115723,8.480420112609863,0.5359593629837036,0.000579833984375,0.8085529208183289,0.8038555383682251,0.901375,0.8965,39,0.3694512308590489
65001,4.464270114898682,8.536871910095215,9.415504455566406,0.5113186240196228,0.001129150390625,0.8078476190567017,0.8042083978652954,0.93025,0.933,37,0.3671141058505358
66001,4.592198848724365,8.793172836303711,8.75430679321289,0.5105797648429871,0.00090789794921875,0.8092421889305115,0.8052989840507507,0.932125,0.9385,38,0.3619007124117034
67001,4.691030979156494,8.975811958312988,8.57295036315918,0.48983335494995117,0.001129150390625,0.8091059327125549,0.8049461245536804,0.937125,0.935,38,0.36688643772757934
68001,4.817986965179443,9.145511627197266,9.862669944763184,0.5147997736930847,0.00125885009765625,0.8087292313575745,0.8029894828796387,0.92875,0.93,38,0.3594781033034294
69001,4.598391056060791,8.687979698181152,9.704124450683594,0.5002511739730835,0.00128936767578125,0.8091700673103333,0.8047215938568115,0.96025,0.9605,39,0.35767906302966856
70001,4.826478481292725,9.141647338867188,9.23112678527832,0.49576684832572937,0.000705718994140625,0.8094746470451355,0.8054272532463074,0.9315,0.932,37,0.371923331338025
71001,4.644856929779053,8.796098709106445,8.838506698608398,0.5142759680747986,0.0010528564453125,0.8102760314941406,0.8054272532463074,0.8825,0.873,36,0.37804359817636196
72001,4.644089221954346,8.745859146118164,9.88642406463623,0.4779401421546936,0.000820159912109375,0.8099874258041382,0.8071914315223694,0.943125,0.948,38,0.37118085071418666
73001,4.898627758026123,9.236553192138672,10.188203811645508,0.5103292465209961,0.00103759765625,0.8100596070289612,0.8062613010406494,0.948375,0.951,37,0.3700563213705031
74001,4.848317623138428,9.193842887878418,8.997126579284668,0.5272989273071289,0.000823974609375,0.8107808232307434,0.8058763146400452,0.926125,0.93,37,0.3716210803109983
75001,4.585114002227783,8.701842308044434,8.318400382995605,0.5215912461280823,0.00122833251953125,0.8105965852737427,0.8061971068382263,0.945625,0.9545,38,0.3738036393997402
76001,4.804182052612305,9.10049057006836,9.14433479309082,0.5042639374732971,0.000919342041015625,0.8111255764961243,0.8059404492378235,0.96075,0.9605,38,0.3650334972814259
77001,4.495415687561035,8.494516372680664,8.91501235961914,0.5028378367424011,0.00112152099609375,0.8106526136398315,0.8063574433326721,0.956375,0.956,39,0.36791280024653106
78001,4.790312767028809,9.124383926391602,8.105731010437012,0.5053988099098206,0.00165557861328125,0.8116544485092163,0.8073197603225708,0.95575,0.9535,38,0.36565159069448466
79001,4.529182434082031,8.542362213134766,9.317691802978516,0.49825021624565125,0.0011749267578125,0.8121353983879089,0.8072876334190369,0.927,0.9265,37,0.3698436870678875
80001,4.65772008895874,8.789800643920898,9.522787094116211,0.4923959970474243,0.00104522705078125,0.8110613822937012,0.8069669604301453,0.960625,0.9625,37,0.3643640962278571
81001,4.40521764755249,8.356393814086914,8.082120895385742,0.4975200891494751,0.000732421875,0.8117746710777283,0.8072876930236816,0.943875,0.941,38,0.36639216438429645
82001,4.733315944671631,9.000144004821777,8.324274063110352,0.5005408525466919,0.000881195068359375,0.8117825984954834,0.8071272969245911,0.934375,0.937,38,0.3629131253633433
83001,4.50874137878418,8.531073570251465,8.736443519592285,0.4926322400569916,0.0012969970703125,0.8118067383766174,0.8078330159187317,0.947375,0.947,37,0.36885497375883375
84001,4.59398078918457,8.687788009643555,9.025357246398926,0.48756203055381775,0.000598907470703125,0.8112457394599915,0.8068065047264099,0.971375,0.9735,38,0.3661208841275851
85001,4.786917209625244,9.127371788024902,7.924775123596191,0.49971023201942444,0.00101470947265625,0.8117345571517944,0.8068065047264099,0.949375,0.95,37,0.37045624680061695
86001,4.601038932800293,8.678587913513184,9.438802719116211,0.5128844380378723,0.00104522705078125,0.8117426037788391,0.8072876334190369,0.953625,0.954,37,0.3656522852678959
87001,4.628249645233154,8.724770545959473,9.660054206848145,0.48544418811798096,0.00072479248046875,0.8115021586418152,0.8071914315223694,0.94875,0.948,37,0.3607468303379102
88001,4.695940971374512,8.898077964782715,8.874808311462402,0.49852970242500305,0.0008392333984375,0.811854898929596,0.8071272373199463,0.953125,0.9535,37,0.3703481320507629
89001,4.738068103790283,8.962574005126953,9.285331726074219,0.4911159574985504,0.000736236572265625,0.8121193051338196,0.8081216812133789,0.951625,0.949,37,0.3653443929885226
90001,4.576310157775879,8.641214370727539,9.23330307006836,0.49376481771469116,0.00145721435546875,0.812263548374176,0.8072556257247925,0.945,0.9475,38,0.3703338412031568
91001,4.637016296386719,8.811270713806152,8.208468437194824,0.521526038646698,0.000743865966796875,0.81191086769104,0.8075442314147949,0.9545,0.9505,38,0.3698081235030838
92001,4.568912029266357,8.642218589782715,8.918039321899414,0.49527114629745483,0.000705718994140625,0.8123436570167542,0.8087630867958069,0.961625,0.9615,37,0.36599172927118473
93001,4.655263423919678,8.880070686340332,7.5889129638671875,0.5057986378669739,0.00171661376953125,0.8121353983879089,0.8084102869033813,0.958875,0.957,38,0.3687529599558973
94001,4.6042375564575195,8.762572288513184,7.905365467071533,0.5039770603179932,0.000946044921875,0.8122394680976868,0.8068385720252991,0.94625,0.9475,38,0.3630891728762308
95001,4.737346172332764,8.959771156311035,9.288744926452637,0.5024133324623108,0.00096893310546875,0.8124478459358215,0.8079612851142883,0.951375,0.952,37,0.3681947260092401
96001,4.730762004852295,8.980552673339844,8.610962867736816,0.5013142228126526,0.00116729736328125,0.8124719262123108,0.8085066080093384,0.9235,0.9245,37,0.3695857200777589
97001,4.596386909484863,8.720423698425293,8.42478084564209,0.5094351172447205,0.000667572021484375,0.8123917579650879,0.8076404929161072,0.95625,0.9575,37,0.3660511104588991
98001,4.641595840454102,8.76339054107666,9.413931846618652,0.48900529742240906,0.000820159912109375,0.8126722574234009,0.8078649640083313,0.945375,0.945,37,0.36750087167224577
99001,4.558720111846924,8.643576622009277,8.469632148742676,0.5020267963409424,0.0007171630859375,0.8130329847335815,0.8090839385986328,0.959375,0.9595,37,0.3646433516938498
100000,4.609705924987793,8.703550338745117,9.319900512695312,0.4965602457523346,0.0008392333984375,0.8128886222839355,0.8088273406028748,0.95575,0.952,37,0.36994354366409726
