step,lang_loss,tri_loss,dist_loss,lr,elapsed_s
6324,5.251001,0.394155,0.415342,0.00007956,2512.4
6325,4.863678,0.486646,0.293778,0.00007956,2512.8
6326,5.053157,0.450707,0.450295,0.00007955,2513.3
6327,5.038681,0.548857,0.623210,0.00007955,2513.7
6328,4.841473,0.510668,0.473470,0.00007954,2514.2
6329,4.910983,0.439432,0.474357,0.00007953,2514.7
6330,5.012403,0.482264,0.554504,0.00007953,2515.1
6331,5.044412,0.436873,0.536983,0.00007952,2515.6
6332,5.004773,0.530699,0.559401,0.00007951,2516.0
6333,4.989308,0.491711,0.426153,0.00007951,2516.5
6334,5.045173,0.410088,0.552006,0.00007950,2517.0
6335,5.065703,0.421995,0.364107,0.00007949,2517.4
6336,4.837452,0.421242,0.467804,0.00007949,2517.9
6337,4.606925,0.427348,0.482290,0.00007948,2518.3
6338,4.801082,0.398787,0.406769,0.00007947,2518.8
6339,4.790992,0.493054,0.412731,0.00007947,2519.3
6340,5.012278,0.543872,0.415432,0.00007946,2519.8
6341,4.689818,0.510103,0.255170,0.00007945,2520.2
6342,4.702934,0.523034,0.442749,0.00007945,2520.7
6343,4.939125,0.473917,0.380736,0.00007944,2521.1
6344,4.815763,0.495323,0.355114,0.00007943,2521.6
6345,4.405752,0.482043,0.387126,0.00007943,2522.0
6346,4.789048,0.423788,0.430368,0.00007942,2522.5
6347,5.148876,0.451121,0.485666,0.00007942,2523.0
6348,4.993802,0.423007,0.442520,0.00007941,2523.5
6349,5.061696,0.503113,0.494160,0.00007940,2523.9
6350,5.008409,0.608599,0.429529,0.00007940,2524.4
6351,4.860206,0.528583,0.450794,0.00007939,2524.8
6352,4.973414,0.527191,0.400796,0.00007938,2525.3
6353,4.978258,0.444168,0.321898,0.00007938,2525.8
6354,5.051263,0.525073,0.412771,0.00007937,2526.2
6355,4.698038,0.512260,0.449390,0.00007936,2526.7
6356,4.817599,0.488653,0.480456,0.00007936,2527.1
6357,4.764773,0.563991,0.457171,0.00007935,2527.6
6358,4.898750,0.426420,0.695379,0.00007934,2528.0
6359,4.948042,0.436028,0.522984,0.00007934,2528.5
6360,4.875301,0.501924,0.487590,0.00007933,2529.0
6361,4.935134,0.467148,0.306131,0.00007932,2529.4
6362,5.025299,0.493841,0.434451,0.00007932,2529.9
6363,4.759377,0.463608,0.542681,0.00007931,2530.4
6364,5.024408,0.434571,0.395204,0.00007930,2530.8
6365,4.903821,0.514347,0.441322,0.00007930,2531.3
6366,4.959435,0.456252,0.424970,0.00007929,2531.7
6367,4.641570,0.431757,0.415046,0.00007928,2532.2
6368,4.920176,0.495688,0.408437,0.00007928,2532.7
6369,5.078764,0.460526,0.451479,0.00007927,2533.1
6370,4.957947,0.420898,0.515662,0.00007927,2533.6
6371,4.882057,0.499119,0.379745,0.00007926,2534.1
6372,4.965348,0.480096,0.367001,0.00007925,2534.5
6373,4.977708,0.500039,0.474584,0.00007925,2535.0
6374,5.151258,0.456535,0.358047,0.00007924,2535.4
6375,4.701447,0.438447,0.489341,0.00007923,2535.9
6376,5.000442,0.454135,0.627761,0.00007923,2536.4
6377,4.585174,0.513458,0.461332,0.00007922,2536.8
6378,4.927924,0.550153,0.416073,0.00007921,2537.3
6379,4.835489,0.452128,0.488871,0.00007921,2537.7
6380,5.022675,0.546917,0.471714,0.00007920,2538.2
6381,4.802142,0.466534,0.265053,0.00007919,2538.7
6382,4.842448,0.468854,0.430742,0.00007919,2539.2
6383,5.227765,0.495780,0.543655,0.00007918,2539.6
6384,5.112224,0.469434,0.467276,0.00007917,2540.1
6385,4.857840,0.546754,0.492429,0.00007917,2540.5
6386,5.039844,0.515829,0.415034,0.00007916,2541.0
6387,5.153171,0.424900,0.481218,0.00007915,2541.4
6388,5.120724,0.562961,0.380775,0.00007915,2541.9
6389,4.745997,0.404730,0.415150,0.00007914,2542.4
6390,4.668509,0.480739,0.381668,0.00007913,2542.8
6391,4.957123,0.494278,0.408262,0.00007913,2543.3
6392,4.905886,0.478645,0.475054,0.00007912,2543.8
6393,4.873209,0.479203,0.357344,0.00007911,2544.2
6394,4.685193,0.467926,0.459381,0.00007911,2544.7
6395,4.664773,0.472222,0.392900,0.00007910,2545.2
6396,5.114804,0.464728,0.537869,0.00007910,2545.6
6397,4.944905,0.472137,0.435791,0.00007909,2546.1
6398,5.059885,0.421979,0.391319,0.00007908,2546.5
6399,4.831266,0.517835,0.427535,0.00007908,2547.0
6400,4.845049,0.531877,0.454393,0.00007907,2547.4
6401,4.786520,0.544623,0.479172,0.00007906,2547.9
6402,5.152920,0.467279,0.378915,0.00007906,2548.4
6403,4.857504,0.470559,0.401713,0.00007905,2548.8
6404,5.067406,0.547443,0.348194,0.00007904,2549.3
6405,5.244603,0.624812,0.438379,0.00007904,2549.7
6406,4.836322,0.524660,0.282772,0.00007903,2550.2
6407,5.053596,0.504745,0.486755,0.00007902,2550.7
6408,5.218996,0.536058,0.428918,0.00007902,2551.1
6409,4.664293,0.480880,0.544363,0.00007901,2551.6
6410,4.939807,0.514059,0.362972,0.00007900,2552.0
6411,4.943072,0.375442,0.429498,0.00007900,2552.5
6412,4.752288,0.386742,0.416945,0.00007899,2553.0
6413,4.970747,0.417142,0.539729,0.00007898,2553.4
6414,5.014783,0.473461,0.395455,0.00007898,2553.9
6415,5.251802,0.429020,0.567640,0.00007897,2554.3
6416,4.905846,0.521103,0.345291,0.00007896,2554.8
6417,4.974293,0.467592,0.514840,0.00007896,2555.3
6418,4.739655,0.428208,0.600480,0.00007895,2555.7
6419,4.895080,0.387256,0.406210,0.00007894,2556.2
6420,4.829156,0.463402,0.531615,0.00007894,2556.6
6421,4.776766,0.457174,0.546394,0.00007893,2557.1
6422,4.978223,0.506621,0.392939,0.00007892,2557.6
6423,4.839067,0.448588,0.374732,0.00007892,2558.0
6424,5.034047,0.483852,0.331693,0.00007891,2558.5
6425,4.936084,0.502911,0.446883,0.00007890,2558.9
6426,4.909262,0.464689,0.277820,0.00007890,2559.4
6427,5.065266,0.522024,0.330224,0.00007889,2559.9
6428,5.029208,0.467385,0.462036,0.00007889,2560.3
6429,4.953292,0.440498,0.419771,0.00007888,2560.8
6430,4.952900,0.450683,0.331437,0.00007887,2561.3
6431,4.925703,0.502437,0.443712,0.00007887,2561.7
6432,4.995720,0.478517,0.486101,0.00007886,2562.2
6433,4.965755,0.552640,0.358506,0.00007885,2562.6
6434,5.020001,0.502390,0.405338,0.00007885,2563.1
6435,5.133708,0.451748,0.448623,0.00007884,2563.6
6436,5.001753,0.427574,0.336751,0.00007883,2564.0
6437,4.541177,0.413828,0.392394,0.00007883,2564.5
6438,4.939040,0.408714,0.467952,0.00007882,2564.9
6439,5.271586,0.463957,0.362383,0.00007881,2565.4
6440,4.874511,0.414950,0.460612,0.00007881,2565.8
6441,4.839807,0.420105,0.533691,0.00007880,2566.3
6442,4.996619,0.485250,0.497775,0.00007879,2566.8
6443,5.040413,0.542875,0.339731,0.00007879,2567.2
6444,5.113095,0.478887,0.296095,0.00007878,2567.7
6445,5.040230,0.487658,0.386283,0.00007877,2568.2
6446,4.909634,0.472815,0.413994,0.00007877,2568.6
6447,4.880025,0.497350,0.496314,0.00007876,2569.1
6448,5.139080,0.441770,0.417981,0.00007875,2569.5
6449,4.910673,0.410534,0.312851,0.00007875,2570.0
6450,4.665763,0.522879,0.336092,0.00007874,2570.5
6451,5.052079,0.573936,0.291785,0.00007873,2570.9
6452,4.951922,0.468464,0.350919,0.00007873,2571.4
6453,5.067616,0.597741,0.507594,0.00007872,2571.8
6454,4.825420,0.462177,0.478919,0.00007871,2572.3
6455,5.206778,0.472433,0.345500,0.00007871,2572.8
6456,4.582276,0.536441,0.449260,0.00007870,2573.2
6457,4.962642,0.487011,0.433360,0.00007869,2573.7
6458,5.071132,0.460494,0.329865,0.00007869,2574.2
6459,4.844417,0.441299,0.401111,0.00007868,2574.6
6460,4.771209,0.511055,0.266757,0.00007867,2575.1
6461,5.166847,0.454584,0.397375,0.00007867,2575.6
6462,5.257614,0.531311,0.363631,0.00007866,2576.0
6463,4.782537,0.439804,0.350510,0.00007865,2576.5
6464,4.985120,0.600756,0.376768,0.00007865,2576.9
6465,4.749862,0.390524,0.486641,0.00007864,2577.4
6466,5.254550,0.477797,0.527838,0.00007863,2577.8
6467,4.895238,0.533245,0.438518,0.00007863,2578.3
6468,5.122493,0.507372,0.446000,0.00007862,2578.7
6469,4.869831,0.472625,0.451325,0.00007862,2579.2
6470,5.040020,0.440528,0.434386,0.00007861,2579.7
6471,5.060955,0.466887,0.400157,0.00007860,2580.1
6472,5.014195,0.478439,0.351361,0.00007860,2580.6
6473,4.919965,0.473476,0.464548,0.00007859,2581.1
6474,4.812834,0.440902,0.349063,0.00007858,2581.5
6475,4.793105,0.512383,0.289638,0.00007858,2582.0
6476,4.965977,0.476861,0.412959,0.00007857,2582.5
6477,5.040763,0.487790,0.388008,0.00007856,2582.9
6478,4.873839,0.435167,0.478384,0.00007856,2583.4
6479,5.016570,0.470093,0.323859,0.00007855,2583.8
6480,4.769909,0.562769,0.374109,0.00007854,2584.3
6481,4.451080,0.513381,0.465641,0.00007854,2584.8
6482,5.048898,0.478146,0.379975,0.00007853,2585.2
6483,4.666727,0.496224,0.456782,0.00007852,2585.7
6484,4.903967,0.412992,0.263786,0.00007852,2586.2
6485,5.099213,0.422632,0.702071,0.00007851,2586.6
6486,4.718759,0.502370,0.450390,0.00007850,2587.1
6487,4.756375,0.446862,0.311555,0.00007850,2587.5
6488,5.164051,0.597312,0.422026,0.00007849,2588.0
6489,5.047085,0.406607,0.412241,0.00007848,2588.5
6490,5.029254,0.457199,0.349888,0.00007848,2589.0
6491,5.024029,0.403228,0.627238,0.00007847,2589.4
6492,4.917155,0.442788,0.445637,0.00007846,2589.9
6493,5.128471,0.441153,0.252032,0.00007846,2590.3
6494,4.861744,0.513597,0.543177,0.00007845,2590.8
6495,4.930755,0.419184,0.420245,0.00007844,2591.3
6496,5.044797,0.487954,0.408455,0.00007844,2591.7
6497,4.813360,0.520519,0.468960,0.00007843,2592.2
6498,4.709710,0.505630,0.375762,0.00007842,2592.6
6499,4.993359,0.528332,0.339526,0.00007842,2593.1
6500,4.982972,0.415889,0.306443,0.00007841,2593.6
6501,4.936458,0.443506,0.417843,0.00007840,2594.0
6502,5.120728,0.372084,0.369409,0.00007840,2594.5
6503,4.892901,0.467433,0.521691,0.00007839,2594.9
6504,5.095114,0.432871,0.478179,0.00007838,2595.4
6505,5.138076,0.411088,0.478546,0.00007838,2595.9
6506,4.947994,0.587453,0.265138,0.00007837,2596.3
6507,5.117639,0.494502,0.350321,0.00007836,2596.8
6508,4.543129,0.491203,0.350087,0.00007836,2597.3
6509,5.295297,0.473266,0.305960,0.00007835,2597.7
6510,4.809240,0.404738,0.426564,0.00007834,2598.2
6511,4.749580,0.456375,0.495975,0.00007834,2598.6
6512,4.996356,0.500363,0.377031,0.00007833,2599.1
6513,4.887505,0.508752,0.509847,0.00007832,2599.5
6514,4.964477,0.511595,0.489242,0.00007832,2600.0
6515,4.838170,0.408742,0.303978,0.00007831,2600.5
6516,5.435334,0.502151,0.498211,0.00007830,2600.9
6517,4.723236,0.462009,0.419878,0.00007830,2601.4
6518,5.169669,0.411139,0.486354,0.00007829,2601.8
6519,4.946698,0.459734,0.514034,0.00007828,2602.3
6520,4.999710,0.515872,0.346569,0.00007828,2602.8
6521,4.693013,0.493704,0.397197,0.00007827,2603.2
6522,5.109890,0.402189,0.298447,0.00007826,2603.7
6523,5.137764,0.492748,0.407506,0.00007826,2604.1
6524,4.924727,0.399264,0.408329,0.00007825,2604.6
6525,4.863341,0.522365,0.385552,0.00007824,2605.1
6526,4.911485,0.403498,0.347886,0.00007824,2605.5
6527,5.037187,0.433453,0.471608,0.00007823,2606.0
6528,4.845961,0.555996,0.345280,0.00007822,2606.4
6529,4.796667,0.436531,0.340021,0.00007822,2606.9
6530,4.999535,0.577472,0.505280,0.00007821,2607.4
6531,5.023148,0.482956,0.286236,0.00007820,2607.8
6532,5.119946,0.504726,0.468198,0.00007820,2608.3
6533,5.048965,0.591921,0.427272,0.00007819,2608.8
6534,4.917720,0.468104,0.378084,0.00007818,2609.2
6535,4.884507,0.529759,0.387750,0.00007818,2609.7
6536,5.284736,0.498573,0.467218,0.00007817,2610.1
6537,4.808356,0.436381,0.415116,0.00007816,2610.6
6538,4.785082,0.388847,0.227976,0.00007816,2611.1
6539,4.987230,0.451810,0.482760,0.00007815,2611.5
6540,4.892892,0.435995,0.322896,0.00007814,2612.0
6541,4.899744,0.520618,0.369691,0.00007814,2612.4
6542,5.142943,0.489204,0.454514,0.00007813,2612.9
6543,4.648355,0.460150,0.418730,0.00007812,2613.4
6544,4.493927,0.524430,0.186656,0.00007812,2613.8
6545,5.177964,0.445917,0.325500,0.00007811,2614.3
6546,5.233265,0.436995,0.456730,0.00007810,2614.8
6547,4.773136,0.450384,0.318594,0.00007810,2615.2
6548,4.894016,0.495155,0.344400,0.00007809,2615.7
6549,4.712191,0.551717,0.384745,0.00007808,2616.1
6550,5.250827,0.440403,0.443857,0.00007808,2616.6
6551,4.758896,0.391331,0.400902,0.00007807,2617.1
6552,5.283700,0.487013,0.322878,0.00007806,2617.5
6553,4.774627,0.532323,0.376281,0.00007806,2618.0
6554,5.167237,0.459963,0.491924,0.00007805,2618.4
6555,4.890699,0.483460,0.407622,0.00007804,2618.9
6556,4.753598,0.494431,0.297260,0.00007804,2619.4
6557,4.885587,0.459358,0.376028,0.00007803,2619.8
6558,5.025501,0.509018,0.406044,0.00007802,2620.3
6559,5.015351,0.439072,0.308163,0.00007802,2620.8
6560,5.159657,0.492996,0.393029,0.00007801,2621.2
6561,5.023369,0.542255,0.327645,0.00007800,2621.7
6562,4.972438,0.514254,0.349510,0.00007800,2622.1
6563,5.016865,0.437360,0.437664,0.00007799,2622.6
6564,5.003520,0.444680,0.317787,0.00007798,2623.1
6565,4.847728,0.484158,0.339736,0.00007798,2623.5
6566,5.279104,0.536618,0.452804,0.00007797,2624.0
6567,5.000688,0.441411,0.373208,0.00007796,2624.4
6568,4.725445,0.482138,0.468589,0.00007796,2624.9
6569,4.890249,0.419559,0.357636,0.00007795,2625.4
6570,4.872868,0.360752,0.476857,0.00007794,2625.8
6571,4.936678,0.442411,0.421740,0.00007794,2626.3
6572,4.961512,0.412514,0.407868,0.00007793,2626.7
6573,4.894386,0.434723,0.395981,0.00007792,2627.2
6574,4.896450,0.410145,0.409548,0.00007792,2627.7
6575,5.071009,0.483922,0.384088,0.00007791,2628.1
6576,4.865840,0.534491,0.279205,0.00007790,2628.6
6577,4.854261,0.480826,0.431147,0.00007790,2629.1
6578,4.804075,0.487469,0.414671,0.00007789,2629.5
6579,4.976953,0.511131,0.454394,0.00007788,2630.0
6580,4.853475,0.463178,0.299315,0.00007788,2630.4
6581,4.829020,0.561139,0.298140,0.00007787,2630.9
6582,5.244097,0.572252,0.302863,0.00007786,2631.4
6583,4.977995,0.450582,0.330238,0.00007786,2631.8
6584,4.849077,0.504020,0.422082,0.00007785,2632.3
6585,4.982429,0.506702,0.310046,0.00007784,2632.7
6586,5.014260,0.571659,0.339862,0.00007784,2633.2
6587,4.630804,0.482338,0.299455,0.00007783,2633.7
6588,5.147810,0.556808,0.465369,0.00007782,2634.1
6589,4.875153,0.479636,0.352286,0.00007782,2634.6
6590,4.977809,0.492574,0.263577,0.00007781,2635.1
6591,4.937341,0.485329,0.363075,0.00007780,2635.5
6592,5.081958,0.568862,0.484653,0.00007780,2636.0
6593,4.794114,0.498428,0.526314,0.00007779,2636.4
6594,4.926340,0.476145,0.283176,0.00007778,2636.9
6595,4.934005,0.538198,0.446410,0.00007778,2637.4
6596,4.872167,0.494045,0.323487,0.00007777,2637.8
6597,4.856719,0.439052,0.346284,0.00007776,2638.3
6598,4.980147,0.425825,0.536483,0.00007776,2638.7
6599,5.005157,0.423918,0.266157,0.00007775,2639.2
6600,5.001922,0.418760,0.267944,0.00007774,2639.7
6601,5.123314,0.450933,0.601062,0.00007774,2640.1
6602,4.761795,0.369856,0.290622,0.00007773,2640.6
6603,5.206549,0.398635,0.389357,0.00007772,2641.0
6604,4.822783,0.493103,0.334014,0.00007772,2641.5
6605,5.139807,0.491226,0.476684,0.00007771,2642.0
6606,4.751952,0.433595,0.274123,0.00007770,2642.4
6607,5.126970,0.539681,0.296138,0.00007770,2642.9
6608,5.148056,0.500436,0.425706,0.00007769,2643.3
6609,5.062875,0.414226,0.297213,0.00007768,2643.8
6610,4.942880,0.445324,0.309689,0.00007768,2644.3
6611,5.122062,0.476734,0.385554,0.00007767,2644.7
6612,5.130025,0.474308,0.286790,0.00007766,2645.2
6613,4.916571,0.428967,0.437889,0.00007766,2645.6
6614,4.951982,0.532457,0.505837,0.00007765,2646.1
6615,4.916842,0.574359,0.385990,0.00007764,2646.6
6616,5.022745,0.547245,0.333809,0.00007764,2647.0
6617,4.913327,0.534393,0.444244,0.00007763,2647.5
6618,5.116332,0.472648,0.453530,0.00007762,2647.9
6619,4.920035,0.495931,0.493966,0.00007762,2648.4
6620,5.042110,0.539233,0.476910,0.00007761,2648.9
6621,4.852324,0.467167,0.268557,0.00007760,2649.3
6622,4.931324,0.455664,0.408186,0.00007760,2649.8
6623,4.674674,0.526756,0.406023,0.00007759,2650.3
6624,5.065736,0.523995,0.388376,0.00007758,2650.7
6625,4.579496,0.495755,0.401535,0.00007758,2651.2
6626,4.989655,0.379351,0.534411,0.00007757,2651.6
6627,5.032249,0.494910,0.533980,0.00007756,2652.1
6628,4.838014,0.472669,0.279216,0.00007756,2652.5
6629,5.186642,0.488413,0.295986,0.00007755,2653.0
6630,4.669662,0.496636,0.326979,0.00007754,2653.4
6631,5.232075,0.440694,0.331873,0.00007754,2653.9
6632,4.665258,0.456042,0.447499,0.00007753,2654.4
6633,4.969384,0.452915,0.271892,0.00007752,2654.8
6634,5.484587,0.531273,0.267127,0.00007752,2655.3
6635,4.983997,0.481063,0.269948,0.00007751,2655.8
6636,4.992254,0.548965,0.415066,0.00007750,2656.2
6637,5.160568,0.505642,0.324244,0.00007749,2656.7
6638,4.929381,0.420418,0.462185,0.00007749,2657.1
6639,4.859151,0.437458,0.219388,0.00007748,2657.6
6640,4.718099,0.519499,0.488209,0.00007747,2658.1
6641,5.098949,0.483903,0.416478,0.00007747,2658.5
6642,5.096016,0.428987,0.278889,0.00007746,2659.0
6643,4.956968,0.561374,0.470781,0.00007745,2659.4
6644,4.649833,0.430068,0.424789,0.00007745,2659.9
6645,4.830542,0.447869,0.446076,0.00007744,2660.4
6646,4.812362,0.501493,0.314126,0.00007743,2660.8
6647,5.019885,0.467757,0.375644,0.00007743,2661.3
6648,4.757393,0.555751,0.230165,0.00007742,2661.7
6649,4.815562,0.459887,0.245441,0.00007741,2662.2
6650,4.878788,0.470732,0.314095,0.00007741,2662.7
6651,4.816407,0.503300,0.411424,0.00007740,2663.1
6652,4.901921,0.521899,0.365096,0.00007739,2663.6
6653,4.783701,0.495485,0.495748,0.00007739,2664.1
6654,4.713586,0.405412,0.584637,0.00007738,2664.5
6655,4.823857,0.480927,0.463562,0.00007737,2665.0
6656,5.140800,0.436747,0.484228,0.00007737,2665.4
6657,4.997520,0.457369,0.268861,0.00007736,2665.9
6658,4.973342,0.442218,0.364043,0.00007735,2666.4
6659,5.289783,0.463152,0.274079,0.00007735,2666.8
6660,4.412635,0.461377,0.442400,0.00007734,2667.3
6661,4.864218,0.422323,0.336860,0.00007733,2667.7
6662,4.833798,0.449062,0.279924,0.00007733,2668.2
6663,4.947456,0.377506,0.278537,0.00007732,2668.7
6664,4.902758,0.420214,0.325068,0.00007731,2669.1
6665,4.967321,0.494724,0.507171,0.00007731,2669.6
6666,5.099119,0.465270,0.200332,0.00007730,2670.1
6667,4.498123,0.512864,0.276834,0.00007729,2670.5
6668,4.890294,0.456103,0.256652,0.00007729,2671.0
6669,5.050414,0.515647,0.320319,0.00007728,2671.4
6670,4.697714,0.494071,0.337981,0.00007727,2671.9
6671,4.583554,0.494937,0.473701,0.00007727,2672.4
6672,4.953797,0.415212,0.359913,0.00007726,2672.8
6673,4.873651,0.521134,0.434136,0.00007725,2673.3
6674,5.081657,0.415971,0.343630,0.00007725,2673.8
6675,4.788718,0.423716,0.431198,0.00007724,2674.2
6676,4.788806,0.501171,0.330146,0.00007723,2674.7
6677,4.843945,0.492539,0.449033,0.00007723,2675.1
6678,4.892733,0.436289,0.303799,0.00007722,2675.6
6679,4.693708,0.448349,0.343412,0.00007721,2676.0
6680,5.302614,0.456789,0.360269,0.00007720,2676.5
6681,4.907440,0.539016,0.335974,0.00007720,2677.0
6682,4.806440,0.448650,0.285425,0.00007719,2677.4
6683,5.018157,0.460702,0.447239,0.00007718,2677.9
6684,4.977025,0.487154,0.233127,0.00007718,2678.4
6685,4.814373,0.511344,0.309786,0.00007717,2678.8
6686,4.998235,0.498322,0.385772,0.00007716,2679.3
6687,4.943297,0.398318,0.332365,0.00007716,2679.8
6688,5.233977,0.520650,0.261681,0.00007715,2680.2
6689,4.891442,0.475763,0.461762,0.00007714,2680.7
6690,5.161740,0.463443,0.432768,0.00007714,2681.1
6691,4.990988,0.475908,0.545392,0.00007713,2681.6
6692,4.929150,0.384500,0.368814,0.00007712,2682.1
6693,5.013448,0.593854,0.402671,0.00007712,2682.5
6694,4.991920,0.415230,0.593475,0.00007711,2683.0
6695,5.050403,0.381964,0.357155,0.00007710,2683.4
6696,4.990422,0.517529,0.304555,0.00007710,2683.9
6697,4.835156,0.484581,0.355967,0.00007709,2684.4
6698,4.682110,0.471518,0.377397,0.00007708,2684.8
6699,5.062346,0.502119,0.459629,0.00007708,2685.3
6700,5.214507,0.476888,0.414216,0.00007707,2685.8
6701,4.868855,0.425638,0.543323,0.00007706,2686.2
6702,4.797110,0.420138,0.365035,0.00007706,2686.7
6703,4.829304,0.416183,0.420086,0.00007705,2687.1
6704,4.908608,0.463537,0.306968,0.00007704,2687.6
6705,4.949657,0.455719,0.439614,0.00007704,2688.0
6706,4.901387,0.489761,0.355054,0.00007703,2688.5
6707,4.993706,0.488063,0.242841,0.00007702,2689.0
6708,4.737146,0.471923,0.275391,0.00007702,2689.4
6709,4.995500,0.473907,0.352604,0.00007701,2689.9
6710,5.158095,0.489695,0.491230,0.00007700,2690.4
6711,4.795504,0.426924,0.209044,0.00007700,2690.8
6712,4.705889,0.446848,0.490673,0.00007699,2691.3
6713,5.092107,0.484905,0.347938,0.00007698,2691.8
6714,4.803346,0.414104,0.341442,0.00007697,2692.2
6715,5.249530,0.490359,0.406128,0.00007697,2692.7
6716,5.007961,0.447849,0.338109,0.00007696,2693.1
6717,5.365254,0.620808,0.461232,0.00007695,2693.6
6718,5.144451,0.448746,0.313419,0.00007695,2694.1
6719,4.742785,0.483673,0.387782,0.00007694,2694.5
6720,4.928876,0.440311,0.225930,0.00007693,2695.0
6721,5.269827,0.603900,0.288266,0.00007693,2695.4
6722,4.855039,0.446575,0.257607,0.00007692,2695.9
6723,5.259789,0.581407,0.402981,0.00007691,2696.4
6724,5.128174,0.411873,0.413618,0.00007691,2696.8
6725,4.780365,0.426449,0.545585,0.00007690,2697.3
6726,5.186338,0.474028,0.519345,0.00007689,2697.8
6727,4.919405,0.401238,0.504482,0.00007689,2698.2
6728,5.259022,0.465814,0.272961,0.00007688,2698.7
6729,5.024540,0.528427,0.441052,0.00007687,2699.1
6730,4.613661,0.458908,0.249387,0.00007687,2699.6
6731,4.772086,0.390294,0.423492,0.00007686,2700.1
6732,5.129101,0.542900,0.325018,0.00007685,2700.5
6733,4.944875,0.481469,0.442296,0.00007685,2701.0
6734,5.150728,0.445242,0.476574,0.00007684,2701.5
6735,4.836816,0.430558,0.414763,0.00007683,2701.9
6736,4.776749,0.470240,0.474487,0.00007683,2702.4
6737,4.954442,0.586907,0.395014,0.00007682,2702.8
6738,4.905209,0.505018,0.320441,0.00007681,2703.3
6739,4.840000,0.471168,0.264497,0.00007680,2703.8
6740,4.936275,0.507239,0.438832,0.00007680,2704.2
6741,4.786390,0.410381,0.331367,0.00007679,2704.7
6742,4.866103,0.420009,0.259256,0.00007678,2705.2
6743,4.681093,0.538295,0.238091,0.00007678,2705.6
6744,5.094410,0.563083,0.440969,0.00007677,2706.1
6745,4.878191,0.608359,0.236145,0.00007676,2706.5
6746,5.042086,0.528697,0.400536,0.00007676,2707.0
6747,4.800357,0.414515,0.337546,0.00007675,2707.5
6748,4.855149,0.532233,0.286465,0.00007674,2707.9
6749,4.717266,0.487313,0.345565,0.00007674,2708.4
6750,4.877351,0.485942,0.295515,0.00007673,2708.9
6751,5.099083,0.520737,0.342042,0.00007672,2709.3
6752,4.759160,0.400652,0.527706,0.00007672,2709.8
6753,4.439535,0.460596,0.440392,0.00007671,2710.2
6754,4.766870,0.454424,0.379669,0.00007670,2710.7
6755,4.751860,0.439153,0.270136,0.00007670,2711.2
6756,4.448218,0.407811,0.298836,0.00007669,2711.6
6757,4.688113,0.402266,0.303804,0.00007668,2712.1
6758,4.896380,0.449419,0.245508,0.00007668,2712.5
6759,5.028162,0.429977,0.304521,0.00007667,2713.0
6760,4.572920,0.326739,0.422031,0.00007666,2713.5
6761,5.117300,0.428856,0.288592,0.00007666,2713.9
6762,4.826659,0.489107,0.347817,0.00007665,2714.4
6763,4.859061,0.450201,0.264819,0.00007664,2714.8
6764,4.706751,0.494128,0.413505,0.00007663,2715.3
6765,5.109293,0.510981,0.341962,0.00007663,2715.8
6766,4.708765,0.361780,0.233706,0.00007662,2716.2
6767,4.788927,0.544450,0.352755,0.00007661,2716.7
6768,4.762114,0.412735,0.221797,0.00007661,2717.1
6769,4.853267,0.373166,0.375007,0.00007660,2717.6
6770,5.238801,0.413857,0.334962,0.00007659,2718.1
6771,4.996411,0.472423,0.325505,0.00007659,2718.5
6772,4.617340,0.569437,0.369605,0.00007658,2719.0
6773,4.828443,0.429394,0.474429,0.00007657,2719.5
6774,4.754224,0.490727,0.371224,0.00007657,2719.9
6775,4.801995,0.396402,0.418183,0.00007656,2720.4
6776,5.011981,0.403310,0.323333,0.00007655,2720.8
6777,4.879048,0.498659,0.367951,0.00007655,2721.3
6778,4.893980,0.463828,0.223902,0.00007654,2721.8
6779,4.931733,0.518786,0.362435,0.00007653,2722.2
6780,4.729534,0.384199,0.295751,0.00007653,2722.7
6781,5.008537,0.520024,0.260738,0.00007652,2723.2
6782,5.237031,0.469395,0.331725,0.00007651,2723.6
6783,4.825014,0.533447,0.264604,0.00007651,2724.1
6784,4.853209,0.407598,0.373603,0.00007650,2724.5
6785,4.937914,0.450492,0.324683,0.00007649,2725.0
6786,4.909766,0.382390,0.176086,0.00007648,2725.5
6787,5.114959,0.416798,0.446950,0.00007648,2725.9
6788,4.751591,0.411319,0.533991,0.00007647,2726.4
6789,4.680795,0.424460,0.324693,0.00007646,2726.8
6790,4.564879,0.480576,0.233599,0.00007646,2727.3
6791,5.027384,0.416548,0.427233,0.00007645,2727.7
6792,5.103435,0.561206,0.284361,0.00007644,2728.2
6793,5.208998,0.479963,0.368858,0.00007644,2728.7
6794,4.627054,0.400682,0.225814,0.00007643,2729.1
6795,4.897234,0.452028,0.392149,0.00007642,2729.6
6796,4.929314,0.507072,0.276822,0.00007642,2730.0
6797,4.962410,0.457628,0.445881,0.00007641,2730.5
6798,4.909626,0.497346,0.274615,0.00007640,2731.0
6799,5.053733,0.483620,0.401339,0.00007640,2731.4
6800,4.750404,0.420517,0.262104,0.00007639,2731.9
6801,5.091754,0.508828,0.514703,0.00007638,2732.4
6802,4.580527,0.525677,0.313575,0.00007638,2732.8
6803,5.055708,0.477978,0.322346,0.00007637,2733.3
6804,4.310814,0.485091,0.334535,0.00007636,2733.7
