step,lang_loss,tri_loss,dist_loss,lr,elapsed_s
7707,4.799654,0.499295,0.172225,0.00006992,3150.2
7708,5.015614,0.478110,0.220930,0.00006992,3150.6
7709,4.856299,0.454840,0.280182,0.00006991,3151.1
7710,4.770601,0.493964,0.313854,0.00006990,3151.6
7711,4.589488,0.366622,0.243827,0.00006989,3152.0
7712,5.107886,0.503472,0.054244,0.00006989,3152.5
7713,5.020375,0.491532,0.154171,0.00006988,3152.9
7714,5.003327,0.465231,0.170249,0.00006987,3153.4
7715,5.088665,0.446273,0.290413,0.00006986,3153.8
7716,4.994878,0.498463,0.306601,0.00006986,3154.3
7717,4.836345,0.456466,0.259089,0.00006985,3154.8
7718,4.968494,0.407876,0.321743,0.00006984,3155.2
7719,5.149170,0.480656,0.181587,0.00006984,3155.7
7720,4.787451,0.422760,0.312104,0.00006983,3156.2
7721,4.796953,0.434378,0.387209,0.00006982,3156.6
7722,4.944842,0.434155,0.278290,0.00006981,3157.1
7723,5.040513,0.464433,0.140109,0.00006981,3157.5
7724,4.759956,0.435444,0.253479,0.00006980,3158.0
7725,5.013614,0.382972,0.161986,0.00006979,3158.5
7726,4.825728,0.449945,0.199762,0.00006978,3158.9
7727,4.582098,0.515536,0.168467,0.00006978,3159.4
7728,4.568923,0.410345,0.258913,0.00006977,3159.8
7729,4.749289,0.349360,0.163665,0.00006976,3160.3
7730,4.831441,0.498941,0.157674,0.00006975,3160.8
7731,4.944247,0.425553,0.328182,0.00006975,3161.2
7732,4.900875,0.465094,0.322377,0.00006974,3161.7
7733,4.976402,0.427589,0.244167,0.00006973,3162.1
7734,5.058683,0.476549,0.167730,0.00006972,3162.6
7735,4.917004,0.455753,0.323933,0.00006972,3163.1
7736,4.819232,0.408574,0.254538,0.00006971,3163.5
7737,5.046889,0.441440,0.263883,0.00006970,3164.0
7738,4.894489,0.390308,0.163503,0.00006969,3164.5
7739,4.880529,0.449078,0.205619,0.00006969,3164.9
7740,4.827418,0.469538,0.278629,0.00006968,3165.4
7741,5.038627,0.389045,0.274511,0.00006967,3165.9
7742,5.029030,0.422027,0.374697,0.00006967,3166.3
7743,5.046491,0.510175,0.197043,0.00006966,3166.8
7744,5.198675,0.457919,0.199098,0.00006965,3167.2
7745,4.878431,0.411752,0.256443,0.00006964,3167.7
7746,4.975339,0.475651,0.332837,0.00006964,3168.2
7747,4.865913,0.477223,0.218013,0.00006963,3168.6
7748,4.863899,0.505332,0.328418,0.00006962,3169.1
7749,5.055504,0.504934,0.235078,0.00006961,3169.5
7750,5.031108,0.379364,0.210280,0.00006961,3170.0
7751,5.071823,0.395840,0.234657,0.00006960,3170.5
7752,4.941589,0.420768,0.380078,0.00006959,3170.9
7753,5.156250,0.499811,0.248482,0.00006958,3171.4
7754,4.922373,0.477687,0.268676,0.00006958,3171.8
7755,5.030043,0.533141,0.195887,0.00006957,3172.3
7756,4.725656,0.430716,0.390988,0.00006956,3172.8
7757,5.109233,0.436458,0.179939,0.00006955,3173.2
7758,4.890861,0.500941,0.328218,0.00006955,3173.7
7759,4.870200,0.384274,0.307912,0.00006954,3174.1
7760,5.167065,0.447571,0.201632,0.00006953,3174.6
7761,4.915540,0.400681,0.178444,0.00006952,3175.1
7762,4.689368,0.372590,0.174453,0.00006952,3175.5
7763,4.735367,0.433257,0.290609,0.00006951,3176.0
7764,4.635348,0.442084,0.213562,0.00006950,3176.4
7765,5.118808,0.536591,0.174457,0.00006949,3176.9
7766,4.839805,0.477443,0.307695,0.00006949,3177.4
7767,4.890924,0.440431,0.342225,0.00006948,3177.8
7768,5.042961,0.462771,0.176222,0.00006947,3178.3
7769,4.630463,0.394711,0.338201,0.00006946,3178.7
7770,5.049211,0.459776,0.179916,0.00006946,3179.2
7771,4.807141,0.429769,0.365606,0.00006945,3179.7
7772,5.094638,0.415500,0.276451,0.00006944,3180.1
7773,4.959095,0.469446,0.144460,0.00006944,3180.6
7774,4.872887,0.454354,0.319673,0.00006943,3181.1
7775,4.914732,0.366164,0.201053,0.00006942,3181.5
7776,4.825893,0.393493,0.132236,0.00006941,3182.0
7777,4.939829,0.419071,0.296799,0.00006941,3182.4
7778,4.960848,0.539183,0.273488,0.00006940,3182.9
7779,4.980667,0.425757,0.179997,0.00006939,3183.3
7780,4.826219,0.405196,0.246480,0.00006938,3183.8
7781,4.968913,0.566329,0.182475,0.00006938,3184.3
7782,4.951979,0.407290,0.182603,0.00006937,3184.7
7783,4.422749,0.437235,0.205928,0.00006936,3185.2
7784,4.855050,0.483105,0.216846,0.00006935,3185.7
7785,5.141586,0.466820,0.161582,0.00006935,3186.1
7786,4.975038,0.517859,0.221339,0.00006934,3186.6
7787,4.915314,0.414388,0.176010,0.00006933,3187.1
7788,4.539568,0.460153,0.227977,0.00006932,3187.5
7789,4.756527,0.426511,0.411548,0.00006932,3188.0
7790,5.136003,0.404708,0.431609,0.00006931,3188.4
7791,4.471409,0.456208,0.157486,0.00006930,3188.9
7792,4.747806,0.458715,0.262197,0.00006929,3189.5
7793,4.955225,0.404231,0.172655,0.00006929,3189.9
7794,4.957229,0.520373,0.421260,0.00006928,3190.4
7795,5.300611,0.465297,0.205355,0.00006927,3190.9
7796,5.010335,0.427298,0.122648,0.00006926,3191.3
7797,4.835811,0.501529,0.223570,0.00006926,3191.8
7798,4.717576,0.423749,0.158032,0.00006925,3192.2
7799,4.844633,0.449451,0.244988,0.00006924,3192.7
7800,4.825317,0.435310,0.167677,0.00006923,3193.2
7801,4.533116,0.383955,0.165536,0.00006923,3193.6
7802,4.910533,0.504852,0.234617,0.00006922,3194.1
7803,4.826400,0.443715,0.343401,0.00006921,3194.5
7804,5.197563,0.409644,0.274006,0.00006920,3195.0
7805,5.090356,0.381564,0.324064,0.00006920,3195.5
7806,5.068963,0.439731,0.175724,0.00006919,3195.9
7807,4.830616,0.432353,0.212073,0.00006918,3196.4
7808,4.783703,0.501234,0.273681,0.00006918,3196.8
7809,5.063159,0.425754,0.161844,0.00006917,3197.3
7810,4.945628,0.503806,0.135734,0.00006916,3197.7
7811,5.225064,0.446616,0.234337,0.00006915,3198.2
7812,4.888023,0.406631,0.233144,0.00006915,3198.7
7813,5.175313,0.488557,0.209393,0.00006914,3199.1
7814,4.691396,0.427773,0.160109,0.00006913,3199.6
7815,4.975499,0.426202,0.180919,0.00006912,3200.1
7816,4.815500,0.428733,0.237361,0.00006912,3200.5
7817,4.901693,0.438969,0.292126,0.00006911,3201.0
7818,4.870679,0.422996,0.226960,0.00006910,3201.5
7819,5.167485,0.418280,0.294062,0.00006909,3201.9
7820,4.906085,0.414386,0.126086,0.00006909,3202.4
7821,5.037748,0.410279,0.217154,0.00006908,3202.8
7822,4.648293,0.430137,0.188318,0.00006907,3203.3
7823,4.840451,0.461202,0.218088,0.00006906,3203.8
7824,4.860521,0.471224,0.177803,0.00006906,3204.2
7825,4.804389,0.400866,0.302404,0.00006905,3204.7
7826,5.293235,0.519845,0.202257,0.00006904,3205.1
7827,4.955910,0.466985,0.250809,0.00006903,3205.6
7828,4.838757,0.511640,0.248665,0.00006903,3206.1
7829,5.153059,0.428609,0.160930,0.00006902,3206.5
7830,4.608745,0.400632,0.116842,0.00006901,3207.0
7831,4.972002,0.522043,0.163317,0.00006900,3207.5
7832,4.927490,0.440574,0.245491,0.00006900,3207.9
7833,5.031568,0.432441,0.250684,0.00006899,3208.4
7834,5.121937,0.423378,0.242456,0.00006898,3208.8
7835,4.716519,0.527761,0.256611,0.00006897,3209.3
7836,5.192756,0.485792,0.121731,0.00006897,3209.8
7837,4.999227,0.380282,0.245905,0.00006896,3210.2
7838,4.727458,0.412972,0.380471,0.00006895,3210.7
7839,4.916142,0.496440,0.217817,0.00006894,3211.2
7840,4.786021,0.498171,0.129216,0.00006894,3211.6
7841,4.834613,0.509359,0.218365,0.00006893,3212.1
7842,4.882707,0.488798,0.168958,0.00006892,3212.6
7843,4.844623,0.471980,0.166595,0.00006891,3213.0
7844,4.725435,0.459484,0.133929,0.00006891,3213.5
7845,4.895495,0.427113,0.337039,0.00006890,3213.9
7846,4.699904,0.433531,0.246073,0.00006889,3214.4
7847,4.908174,0.402733,0.254280,0.00006888,3214.9
7848,4.876207,0.494821,0.296690,0.00006888,3215.3
7849,4.796581,0.444040,0.195576,0.00006887,3215.8
7850,5.026501,0.414326,0.238166,0.00006886,3216.2
7851,5.029324,0.417560,0.233333,0.00006885,3216.7
7852,5.116242,0.476375,0.218764,0.00006885,3217.2
7853,4.622017,0.422028,0.213645,0.00006884,3217.6
7854,5.074247,0.381452,0.257184,0.00006883,3218.1
7855,4.651810,0.440581,0.268667,0.00006882,3218.6
7856,4.957394,0.438438,0.402221,0.00006882,3219.0
7857,5.002925,0.495191,0.195965,0.00006881,3219.5
7858,5.089595,0.422615,0.099320,0.00006880,3219.9
7859,4.967350,0.514645,0.227339,0.00006880,3220.4
7860,5.103128,0.485987,0.199214,0.00006879,3220.8
7861,5.104538,0.448858,0.210841,0.00006878,3221.3
7862,5.064074,0.391122,0.265635,0.00006877,3221.8
7863,4.865085,0.448685,0.260035,0.00006877,3222.2
7864,5.061747,0.463209,0.297746,0.00006876,3222.7
7865,4.672827,0.509165,0.234210,0.00006875,3223.2
7866,4.882500,0.457272,0.309235,0.00006874,3223.6
7867,5.093781,0.476858,0.331132,0.00006874,3224.1
7868,4.962347,0.471359,0.155209,0.00006873,3224.6
7869,4.825423,0.452383,0.160850,0.00006872,3225.0
7870,5.028606,0.428977,0.269581,0.00006871,3225.5
7871,4.675250,0.419938,0.309188,0.00006871,3225.9
7872,5.187175,0.460389,0.233262,0.00006870,3226.4
7873,4.946977,0.443909,0.180645,0.00006869,3226.9
7874,5.162773,0.398743,0.312923,0.00006868,3227.3
7875,4.741245,0.475710,0.209916,0.00006868,3227.8
7876,5.054939,0.429642,0.237416,0.00006867,3228.2
7877,5.130360,0.527905,0.126202,0.00006866,3228.7
7878,4.962206,0.440772,0.220394,0.00006865,3229.2
7879,4.782380,0.444217,0.266054,0.00006865,3229.6
7880,4.945507,0.432120,0.233181,0.00006864,3230.1
7881,4.972114,0.505868,0.273280,0.00006863,3230.6
7882,4.948067,0.435542,0.200693,0.00006862,3231.0
7883,4.919667,0.436148,0.313928,0.00006862,3231.5
7884,4.927283,0.492246,0.204287,0.00006861,3231.9
7885,5.048805,0.414247,0.344116,0.00006860,3232.4
7886,4.998947,0.485893,0.312163,0.00006859,3232.9
7887,4.835579,0.477812,0.251760,0.00006859,3233.3
7888,4.719285,0.480864,0.230744,0.00006858,3233.8
7889,4.959391,0.436545,0.157230,0.00006857,3234.2
7890,5.045748,0.394727,0.266109,0.00006856,3234.7
7891,4.683135,0.399513,0.242667,0.00006856,3235.2
7892,5.319970,0.487321,0.211333,0.00006855,3235.6
7893,5.020912,0.447312,0.313931,0.00006854,3236.1
7894,4.778952,0.368312,0.127082,0.00006853,3236.5
7895,4.807221,0.419556,0.216122,0.00006853,3237.0
7896,4.771416,0.389341,0.220871,0.00006852,3237.4
7897,4.801201,0.435138,0.298823,0.00006851,3237.9
7898,4.655158,0.484750,0.196732,0.00006850,3238.4
7899,5.068644,0.523016,0.155879,0.00006850,3238.8
7900,4.846158,0.425188,0.156204,0.00006849,3239.3
7901,5.022190,0.416291,0.147895,0.00006848,3239.7
7902,4.991260,0.363873,0.162094,0.00006847,3240.2
7903,4.805064,0.446378,0.211800,0.00006847,3240.7
7904,5.000090,0.450930,0.281959,0.00006846,3241.1
7905,4.873055,0.414277,0.313010,0.00006845,3241.6
7906,4.700039,0.425530,0.333688,0.00006844,3242.1
7907,4.991659,0.443567,0.189174,0.00006844,3242.5
7908,4.715866,0.465568,0.355753,0.00006843,3243.0
7909,5.129803,0.429893,0.266939,0.00006842,3243.4
7910,4.894840,0.467710,0.136063,0.00006841,3243.9
7911,4.911620,0.448551,0.263485,0.00006841,3244.3
7912,4.965127,0.430143,0.175347,0.00006840,3244.8
7913,5.009489,0.422462,0.334355,0.00006839,3245.3
7914,4.760570,0.464291,0.200904,0.00006838,3245.7
7915,5.055913,0.448621,0.121352,0.00006838,3246.2
7916,5.064615,0.419052,0.268702,0.00006837,3246.7
7917,4.344989,0.371802,0.209673,0.00006836,3247.1
7918,5.075902,0.426429,0.121946,0.00006835,3247.6
7919,4.969984,0.571293,0.209277,0.00006835,3248.0
7920,4.744000,0.447042,0.233233,0.00006834,3248.5
7921,4.805685,0.448765,0.222955,0.00006833,3249.0
7922,5.164044,0.441040,0.214433,0.00006832,3249.4
7923,4.955574,0.482855,0.165788,0.00006832,3249.9
7924,4.678344,0.471295,0.232572,0.00006831,3250.3
7925,4.697813,0.397219,0.191998,0.00006830,3250.8
7926,4.801445,0.390095,0.200154,0.00006829,3251.3
7927,4.888553,0.386927,0.227351,0.00006829,3251.7
7928,4.859068,0.515985,0.207914,0.00006828,3252.2
7929,4.897622,0.462842,0.253414,0.00006827,3252.7
7930,5.110031,0.448654,0.172641,0.00006826,3253.1
7931,4.863091,0.412289,0.174175,0.00006826,3253.6
7932,4.868564,0.410098,0.116479,0.00006825,3254.0
7933,5.132505,0.415455,0.232508,0.00006824,3254.5
7934,4.963803,0.421921,0.292114,0.00006823,3255.0
7935,5.289478,0.515935,0.255529,0.00006823,3255.4
7936,4.762778,0.377710,0.124469,0.00006822,3255.9
7937,4.994812,0.489354,0.178580,0.00006821,3256.4
7938,5.149732,0.328402,0.226395,0.00006820,3256.8
7939,4.904784,0.444319,0.163192,0.00006820,3257.3
7940,4.992999,0.468653,0.234017,0.00006819,3257.7
7941,4.999889,0.453611,0.234699,0.00006818,3258.2
7942,5.025118,0.488683,0.134534,0.00006817,3258.7
7943,5.077414,0.534425,0.153167,0.00006817,3259.1
7944,4.899684,0.398923,0.238763,0.00006816,3259.6
7945,4.714376,0.456172,0.173615,0.00006815,3260.0
7946,4.891672,0.429116,0.234487,0.00006814,3260.5
7947,4.861852,0.515726,0.325772,0.00006814,3261.0
7948,4.819036,0.397190,0.164207,0.00006813,3261.4
7949,4.860859,0.410704,0.227927,0.00006812,3261.9
7950,4.704760,0.371964,0.131645,0.00006811,3262.4
7951,4.906903,0.442823,0.137235,0.00006811,3262.8
7952,4.991031,0.351034,0.178052,0.00006810,3263.3
7953,4.947959,0.446282,0.262130,0.00006809,3263.8
7954,4.658881,0.445721,0.196116,0.00006808,3264.2
7955,4.717900,0.412689,0.331747,0.00006808,3264.7
7956,4.998008,0.455518,0.235769,0.00006807,3265.1
7957,4.665916,0.480715,0.216789,0.00006806,3265.6
7958,4.798377,0.458577,0.193224,0.00006805,3266.1
7959,4.953271,0.367941,0.352053,0.00006805,3266.5
7960,4.764048,0.417599,0.336709,0.00006804,3267.0
7961,5.279690,0.402679,0.464525,0.00006803,3267.4
7962,4.679027,0.394155,0.309172,0.00006802,3267.9
7963,4.819166,0.490975,0.179503,0.00006802,3268.4
7964,4.800537,0.501170,0.216954,0.00006801,3268.8
7965,4.894001,0.431666,0.285813,0.00006800,3269.3
7966,5.355620,0.479694,0.244039,0.00006799,3269.8
7967,5.008016,0.414354,0.291505,0.00006799,3270.2
7968,4.627568,0.432962,0.223029,0.00006798,3270.7
7969,4.791546,0.436936,0.226030,0.00006797,3271.1
7970,4.631027,0.359034,0.307021,0.00006796,3271.6
7971,4.815002,0.417531,0.333517,0.00006796,3272.0
7972,4.874294,0.405009,0.279628,0.00006795,3272.5
7973,5.202477,0.362672,0.314418,0.00006794,3273.0
7974,4.921233,0.415801,0.227619,0.00006793,3273.4
7975,4.590624,0.447092,0.229149,0.00006793,3273.9
7976,4.740211,0.406573,0.200571,0.00006792,3274.4
7977,4.896389,0.409368,0.291360,0.00006791,3274.8
7978,5.088192,0.539724,0.174534,0.00006790,3275.3
7979,4.987441,0.417560,0.236121,0.00006790,3275.8
7980,5.018847,0.352158,0.312180,0.00006789,3276.2
7981,4.991130,0.430712,0.232368,0.00006788,3276.7
7982,4.912815,0.467509,0.131272,0.00006787,3277.1
7983,4.804869,0.444378,0.241199,0.00006787,3277.6
7984,5.095848,0.420117,0.179677,0.00006786,3278.1
7985,4.660390,0.418136,0.241843,0.00006785,3278.5
7986,5.049223,0.493080,0.273956,0.00006784,3279.0
7987,4.687938,0.411777,0.152039,0.00006784,3279.5
7988,4.933483,0.487740,0.253615,0.00006783,3279.9
7989,4.709795,0.474203,0.302719,0.00006782,3280.4
7990,5.063789,0.456340,0.259452,0.00006781,3280.8
7991,4.840793,0.456704,0.335023,0.00006781,3281.3
7992,4.986864,0.418036,0.310067,0.00006780,3281.8
7993,4.880577,0.448210,0.160724,0.00006779,3282.2
7994,4.787985,0.435129,0.212592,0.00006778,3282.7
7995,4.692496,0.408929,0.106960,0.00006778,3283.1
7996,4.956344,0.484207,0.136192,0.00006777,3283.6
7997,4.670866,0.520702,0.179355,0.00006776,3284.1
7998,4.981670,0.475397,0.226138,0.00006775,3284.5
7999,4.844110,0.519617,0.156742,0.00006775,3285.0
8000,4.819826,0.416881,0.198155,0.00006774,3285.4
8001,5.052752,0.418372,0.223746,0.00006773,3288.2
8002,4.781074,0.465689,0.117234,0.00006772,3288.7
8003,4.923316,0.446050,0.159554,0.00006772,3289.2
8004,4.816954,0.412039,0.125971,0.00006771,3289.6
8005,4.998830,0.466032,0.228437,0.00006770,3290.1
8006,5.032534,0.305157,0.182322,0.00006769,3290.6
8007,5.105591,0.442568,0.125456,0.00006769,3291.0
8008,5.019936,0.417753,0.136914,0.00006768,3291.5
8009,5.195827,0.416155,0.238648,0.00006767,3291.9
8010,4.883779,0.456685,0.203697,0.00006766,3292.4
8011,4.850886,0.389089,0.179231,0.00006765,3292.9
8012,5.022751,0.427502,0.211618,0.00006765,3293.3
8013,5.233101,0.477102,0.150315,0.00006764,3293.8
8014,4.804686,0.457217,0.148346,0.00006763,3294.2
8015,4.851756,0.485414,0.315536,0.00006762,3294.7
8016,4.738610,0.443724,0.152849,0.00006762,3295.2
8017,5.196007,0.430796,0.350858,0.00006761,3295.6
8018,4.713130,0.414571,0.094805,0.00006760,3296.1
8019,4.831953,0.449164,0.145135,0.00006759,3296.5
8020,4.710859,0.454895,0.236035,0.00006759,3297.0
8021,5.014469,0.424257,0.154033,0.00006758,3297.5
8022,4.947227,0.444557,0.141440,0.00006757,3297.9
8023,4.713433,0.392085,0.245486,0.00006756,3298.4
8024,4.870635,0.479752,0.151684,0.00006756,3298.9
8025,5.314956,0.475718,0.309472,0.00006755,3299.3
8026,5.003141,0.433879,0.340911,0.00006754,3299.8
8027,5.089474,0.392650,0.165162,0.00006753,3300.2
8028,4.966082,0.435867,0.226890,0.00006753,3300.7
8029,5.019489,0.404662,0.273512,0.00006752,3301.2
8030,5.014933,0.402475,0.351840,0.00006751,3301.6
8031,4.796300,0.468066,0.219542,0.00006750,3302.1
8032,5.242425,0.393165,0.173235,0.00006750,3302.5
8033,4.668488,0.468001,0.177761,0.00006749,3303.0
8034,4.627481,0.402656,0.108295,0.00006748,3303.4
8035,4.903086,0.442540,0.218377,0.00006747,3303.9
8036,4.803440,0.432025,0.192362,0.00006747,3304.4
8037,4.949502,0.447168,0.174044,0.00006746,3304.8
8038,4.739603,0.400366,0.137817,0.00006745,3305.3
8039,4.939972,0.448099,0.118769,0.00006744,3305.8
8040,4.911771,0.446855,0.216114,0.00006744,3306.2
8041,4.887036,0.346209,0.305823,0.00006743,3306.7
8042,4.592136,0.460375,0.163077,0.00006742,3307.2
8043,4.922695,0.465808,0.274132,0.00006741,3307.6
8044,5.349259,0.450125,0.209957,0.00006741,3308.1
8045,5.011527,0.462831,0.227872,0.00006740,3308.5
8046,4.581468,0.433266,0.234123,0.00006739,3309.0
8047,5.164339,0.451096,0.338173,0.00006738,3309.4
8048,4.734076,0.391283,0.259261,0.00006738,3309.9
8049,4.647650,0.400778,0.112862,0.00006737,3310.4
8050,4.655379,0.402169,0.235107,0.00006736,3310.8
8051,5.010773,0.401728,0.151775,0.00006735,3311.3
8052,5.031349,0.516941,0.151146,0.00006735,3311.8
8053,4.861738,0.531047,0.170839,0.00006734,3312.2
8054,4.965681,0.475719,0.153102,0.00006733,3312.7
8055,4.723138,0.474708,0.167888,0.00006732,3313.1
8056,5.070872,0.457018,0.117490,0.00006732,3313.6
8057,4.809003,0.393599,0.102600,0.00006731,3314.1
8058,4.816938,0.377399,0.216072,0.00006730,3314.5
8059,5.090113,0.397278,0.103884,0.00006729,3315.0
8060,5.201485,0.430673,0.267501,0.00006729,3315.4
8061,4.834662,0.424224,0.259898,0.00006728,3315.9
8062,4.485811,0.362436,0.057450,0.00006727,3316.4
8063,4.805731,0.459076,0.243040,0.00006726,3316.8
8064,4.955237,0.416179,0.129654,0.00006725,3317.3
8065,4.818213,0.468419,0.032471,0.00006725,3317.8
8066,5.005386,0.397785,0.208280,0.00006724,3318.2
8067,4.691889,0.410331,0.121932,0.00006723,3318.7
8068,5.086747,0.504398,0.180002,0.00006722,3319.1
8069,4.487008,0.475810,0.350926,0.00006722,3319.6
8070,4.894580,0.364326,0.032766,0.00006721,3320.1
8071,4.953286,0.454267,0.302916,0.00006720,3320.5
8072,4.971505,0.435115,0.262851,0.00006719,3321.0
8073,5.167188,0.525804,0.194958,0.00006719,3321.4
8074,4.782222,0.433343,0.150743,0.00006718,3321.9
8075,4.755583,0.458954,0.279276,0.00006717,3322.4
8076,4.860628,0.392380,0.118650,0.00006716,3322.8
8077,5.076943,0.387660,0.270581,0.00006716,3323.3
8078,5.293926,0.556959,0.206713,0.00006715,3323.7
8079,4.757395,0.417574,0.241358,0.00006714,3324.2
8080,4.946205,0.409886,0.236069,0.00006713,3324.7
8081,4.886645,0.452511,0.360109,0.00006713,3325.1
8082,4.758149,0.329585,0.231456,0.00006712,3325.6
8083,4.762859,0.469584,0.059762,0.00006711,3326.0
8084,4.796698,0.400409,0.223942,0.00006710,3326.5
8085,5.051161,0.403376,0.243621,0.00006710,3326.9
8086,5.058426,0.458298,0.189703,0.00006709,3327.4
8087,4.398252,0.435785,0.110312,0.00006708,3327.9
8088,4.737610,0.448897,0.140341,0.00006707,3328.3
8089,5.047497,0.431151,0.265648,0.00006707,3328.8
8090,4.720922,0.426415,0.243743,0.00006706,3329.3
8091,4.923510,0.454915,0.196312,0.00006705,3329.7
8092,4.948407,0.422442,0.227553,0.00006704,3330.2
8093,4.992294,0.392570,0.198496,0.00006704,3330.6
8094,4.851398,0.414490,0.159087,0.00006703,3331.1
8095,4.820264,0.459461,0.166824,0.00006702,3331.6
8096,4.645776,0.454488,0.311486,0.00006701,3332.0
8097,4.910382,0.427163,0.190727,0.00006701,3332.5
8098,4.876514,0.437914,0.195927,0.00006700,3333.0
8099,4.705536,0.429823,0.128808,0.00006699,3333.4
8100,4.744774,0.427791,0.276774,0.00006698,3333.9
8101,5.166094,0.455864,0.309172,0.00006697,3334.3
8102,5.029048,0.445575,0.242284,0.00006697,3334.8
8103,4.847396,0.403501,0.159840,0.00006696,3335.3
8104,4.986165,0.431597,0.332111,0.00006695,3335.7
8105,5.071010,0.427840,0.153883,0.00006694,3336.2
8106,4.923343,0.510325,0.157783,0.00006694,3336.6
8107,4.877495,0.384244,0.112675,0.00006693,3337.1
8108,4.922617,0.411264,0.171351,0.00006692,3337.6
8109,4.733021,0.435618,0.205641,0.00006691,3338.0
8110,5.024038,0.450000,0.155649,0.00006691,3338.5
8111,4.799053,0.430545,0.290601,0.00006690,3338.9
8112,5.127706,0.495782,0.230420,0.00006689,3339.4
8113,4.626808,0.446043,0.310224,0.00006688,3339.9
8114,5.095266,0.451270,0.217267,0.00006688,3340.3
8115,5.027277,0.408989,0.181040,0.00006687,3340.8
8116,4.811820,0.421818,0.443326,0.00006686,3341.3
8117,4.700037,0.363006,0.163746,0.00006685,3341.7
8118,4.843616,0.417034,0.273417,0.00006685,3342.2
8119,4.804302,0.343343,0.233610,0.00006684,3342.6
8120,4.713357,0.407379,0.202089,0.00006683,3343.1
8121,5.161212,0.424401,0.195811,0.00006682,3343.5
8122,4.855312,0.444597,0.210040,0.00006682,3344.0
8123,4.767165,0.400755,0.106197,0.00006681,3344.5
8124,5.264973,0.447173,0.270163,0.00006680,3344.9
8125,5.042065,0.476585,0.172662,0.00006679,3345.4
8126,4.764307,0.432219,0.181551,0.00006679,3345.9
8127,4.821216,0.371042,0.177416,0.00006678,3346.3
8128,4.698276,0.423557,0.114450,0.00006677,3346.8
8129,5.049260,0.415628,0.145992,0.00006676,3347.2
8130,5.216588,0.376894,0.168881,0.00006675,3347.7
8131,4.656596,0.461672,0.089323,0.00006675,3348.2
8132,5.024967,0.458237,0.177676,0.00006674,3348.6
8133,4.843287,0.455525,0.134972,0.00006673,3349.1
8134,5.096489,0.416197,0.205200,0.00006672,3349.6
8135,4.504754,0.406948,0.237007,0.00006672,3350.0
8136,4.530375,0.453404,0.201134,0.00006671,3350.5
8137,4.877506,0.480435,0.129495,0.00006670,3350.9
8138,4.784719,0.419831,0.199438,0.00006669,3351.4
8139,4.696277,0.443314,0.154805,0.00006669,3351.9
8140,4.616640,0.382785,0.215091,0.00006668,3352.3
8141,4.904683,0.430544,0.148977,0.00006667,3352.8
8142,5.066898,0.379456,0.222716,0.00006666,3353.2
8143,4.810590,0.425068,0.217984,0.00006666,3353.7
8144,5.063090,0.391378,0.265484,0.00006665,3354.2
8145,4.780709,0.406348,0.178906,0.00006664,3354.6
8146,5.033803,0.312777,0.184601,0.00006663,3355.1
8147,5.153375,0.450815,0.151538,0.00006663,3355.5
8148,4.850166,0.408223,0.128347,0.00006662,3356.0
8149,5.133201,0.418382,0.143318,0.00006661,3356.5
8150,4.472215,0.491475,0.237626,0.00006660,3356.9
8151,4.731119,0.393097,0.227998,0.00006660,3357.4
8152,4.669568,0.482772,0.279629,0.00006659,3357.8
8153,4.970266,0.355227,0.225082,0.00006658,3358.3
8154,4.898936,0.379768,0.283189,0.00006657,3358.8
8155,4.952077,0.487991,0.110819,0.00006656,3359.2
8156,4.832133,0.420765,0.190636,0.00006656,3359.7
8157,4.672622,0.409776,0.147564,0.00006655,3360.2
8158,4.870508,0.426245,0.226998,0.00006654,3360.6
8159,4.873109,0.418244,0.343436,0.00006653,3361.1
8160,4.812840,0.466673,0.172136,0.00006653,3361.5
8161,5.061016,0.478661,0.141691,0.00006652,3362.0
8162,4.901592,0.392525,0.143554,0.00006651,3362.4
8163,4.716357,0.431131,0.253410,0.00006650,3362.9
8164,4.784799,0.418339,0.420640,0.00006650,3363.4
8165,4.970948,0.438470,0.206646,0.00006649,3363.8
8166,4.952575,0.386368,0.167760,0.00006648,3364.3
8167,4.858924,0.393356,0.162606,0.00006647,3364.8
8168,4.895810,0.372518,0.206052,0.00006647,3365.2
8169,5.061959,0.435298,0.221931,0.00006646,3365.7
8170,5.048842,0.347747,0.170785,0.00006645,3366.2
8171,4.358779,0.435527,0.251605,0.00006644,3366.6
8172,4.549461,0.396963,0.167493,0.00006644,3367.1
8173,5.033464,0.409091,0.176372,0.00006643,3367.5
8174,4.990139,0.376932,0.058745,0.00006642,3368.0
8175,5.190726,0.393752,0.143375,0.00006641,3368.4
8176,4.980515,0.497664,0.182412,0.00006641,3368.9
8177,5.131278,0.523687,0.216589,0.00006640,3369.4
8178,4.842174,0.400639,0.081071,0.00006639,3369.8
8179,4.663053,0.449088,0.174939,0.00006638,3370.3
8180,4.918427,0.430084,0.222861,0.00006637,3370.7
8181,4.873380,0.466855,0.381499,0.00006637,3371.2
8182,5.019466,0.403600,0.136181,0.00006636,3371.7
8183,4.999730,0.451214,0.157971,0.00006635,3372.1
8184,4.808959,0.505053,0.235798,0.00006634,3372.6
8185,5.040435,0.397149,0.161008,0.00006634,3373.0
8186,4.877265,0.509298,0.186332,0.00006633,3373.5
8187,5.056495,0.412520,0.214192,0.00006632,3373.9
