step,loss,lang_loss,tri_loss,sup_loss,sub_loss,bit_acc_train,bit_acc_test,sub_train,sub_test,dead_bits,entropy
28001,2.400459051132202,4.663197994232178,9.016284942626953,0.07325030118227005,0.0030975341796875,0.9866863489151001,0.8994084000587463,0.9854368932038835,0.970873786407767,48,0.24905720340950407
29001,2.690920352935791,5.2144293785095215,8.270709991455078,0.04403330758213997,0.00194549560546875,0.9937869906425476,0.9029586315155029,0.9854368932038835,0.970873786407767,48,0.28418871545280794
30001,2.4308557510375977,4.63430643081665,9.02160358428955,0.03318791836500168,0.00128173828125,0.9970414638519287,0.9029586911201477,0.9805825242718447,0.970873786407767,47,0.3101765385254348
31001,2.4090492725372314,4.5677995681762695,8.295458793640137,0.020295899361371994,0.0011749267578125,0.9985207319259644,0.8994084000587463,0.9854368932038835,0.970873786407767,47,0.3156921879353333
32001,2.45758318901062,4.642998218536377,7.735203266143799,0.016630297526717186,0.0013275146484375,0.9988166093826294,0.9017752408981323,0.9830097087378641,0.9902912621359223,47,0.31780140846811317
33001,2.5888123512268066,4.910423278808594,6.638979434967041,0.016172362491488457,0.0015716552734375,0.9988166093826294,0.9053254723548889,0.9830097087378641,0.9902912621359223,47,0.31780140846811317
34001,2.3484458923339844,4.393348693847656,6.710031509399414,0.014241489581763744,0.00122833251953125,0.9991124868392944,0.9029586315155029,0.9854368932038835,0.9902912621359223,47,0.31991062900089295
35001,2.3778936862945557,4.385178565979004,7.381911754608154,0.011590330861508846,0.0014190673828125,0.9991124868392944,0.9053254723548889,0.9854368932038835,0.9902912621359223,47,0.31991062900089295
36001,2.5466768741607666,4.747729301452637,6.883793354034424,0.012424934655427933,0.00077056884765625,0.9991124868392944,0.9088757634162903,0.9902912621359223,0.9902912621359223,47,0.31991062900089295
37001,2.2894604206085205,4.2689900398254395,6.17837381362915,0.008633085526525974,0.0005950927734375,0.9991124868392944,0.9053254723548889,0.9902912621359223,0.9902912621359223,47,0.31991062900089295
38001,2.6589629650115967,4.927803993225098,7.776183605194092,0.012045025825500488,0.0004329681396484375,0.9991124868392944,0.9017751812934875,0.9902912621359223,0.9902912621359223,47,0.31991062900089295
39001,2.4383127689361572,4.511803150177002,7.261608600616455,0.012689473107457161,0.00189208984375,0.9991124868392944,0.9005917310714722,0.9902912621359223,0.9902912621359223,47,0.31991062900089295
40001,2.531508445739746,4.7226972579956055,6.786162853240967,0.009142141789197922,0.00038909912109375,0.9991124868392944,0.8982248902320862,0.9902912621359223,0.9902912621359223,47,0.31991062900089295
41001,2.3251442909240723,4.315808296203613,6.665583610534668,0.010774313472211361,0.00049591064453125,0.9991124868392944,0.9005917906761169,0.9902912621359223,0.9902912621359223,47,0.31991062900089295
42001,2.2617814540863037,4.201940536499023,6.410543918609619,0.008755676448345184,0.00087738037109375,0.9991124868392944,0.9017751812934875,0.9902912621359223,0.9902912621359223,47,0.31991062900089295
43001,2.699059009552002,5.0567946434021,6.797458648681641,0.01065673865377903,0.0015411376953125,0.9991124868392944,0.9041420221328735,0.9902912621359223,0.9902912621359223,47,0.31991062900089295
44001,2.9393746852874756,5.503908634185791,7.467278003692627,0.011593642644584179,0.0012664794921875,0.9991124868392944,0.8994082808494568,0.9902912621359223,0.9902912621359223,47,0.31991062900089295
45001,2.432485580444336,4.548341751098633,6.310318470001221,0.010280132293701172,0.0003414154052734375,0.9991124868392944,0.8958580493927002,0.9927184466019418,0.9902912621359223,47,0.31991062900089295
46001,2.386138677597046,4.434716701507568,6.725375652313232,0.010689502581954002,0.000888824462890625,0.9991124868392944,0.9005917906761169,0.9927184466019418,0.9902912621359223,47,0.31991062900089295
47001,2.482152223587036,4.607985973358154,7.100553035736084,0.010254926048219204,0.00106048583984375,0.9991124868392944,0.9017751812934875,0.9927184466019418,0.9902912621359223,47,0.31991062900089295
48001,2.7569143772125244,5.164364814758301,6.972823143005371,0.00684551103040576,0.000553131103515625,0.9994083046913147,0.9065089225769043,0.9927184466019418,0.9902912621359223,47,0.3220198495336728
49001,2.586451768875122,4.832186222076416,6.794647216796875,0.009127948433160782,0.0002880096435546875,0.9994083046913147,0.8994084000587463,0.9927184466019418,0.9902912621359223,47,0.3220198495336728
50000,2.4472851753234863,4.56588077545166,6.551630973815918,0.010158832184970379,0.0003681182861328125,0.9994083046913147,0.9017751812934875,0.9927184466019418,0.9902912621359223,47,0.3220198495336728
